IdMachine;Machine;Nom Appli;Nom long Appli;Type Machine;OS;Distribution;Environnement;Envt Déduit;Niveau de Service;Cpu;Ram (Go);Disque (Go);Cpu Pond.;Ram Pond. (Go);Disque Pond. (Go);Cpu+Ram/4;Heures Cpu;Code Domaine MDC;Libellé Domaine MDC;Statut
11090;QZSDW1145066;;;VM;WINDOWS;Windows_2000;Hors Prod;DEV;ARGENT;1.00;4.00;50.00;1.00;4.00;50.00;2.00;;;;Actif
13203;QZVPW0152011;;;VM;WINDOWS;Windows_2008;Prod;PROD;ARGENT;4.00;8.00;60.00;4.00;8.00;60.00;6.00;;;;Actif
8088;RP_FOBR_PROD_9360;;;VM;LINUX;;Hors Prod;;OR;8.00;32.00;70.00;8.00;32.00;70.00;16.00;;;;Actif
8087;RP_FOBR_PROD_9361;;;VM;LINUX;;Hors Prod;;OR;8.00;32.00;70.00;8.00;32.00;70.00;16.00;;;;Actif
4255;RP_FOBR_VIP_4309;;;VM;LINUX;;Hors Prod;;ELECTRUM;8.00;32.00;70.00;8.00;32.00;70.00;16.00;;;;Actif
4283;RP_FOBR_VIP_4314;;;VM;LINUX;;Hors Prod;;ELECTRUM;8.00;32.00;70.00;8.00;32.00;70.00;16.00;;;;Actif
4273;RP_FO_PROD_4318;;;VM;LINUX;;Hors Prod;;OR;16.00;32.00;70.00;16.00;32.00;70.00;24.00;;;;Actif
4322;RP_FO_PROD_4319;;;VM;LINUX;;Hors Prod;;OR;16.00;32.00;70.00;16.00;32.00;70.00;24.00;;;;Actif
4271;RP_FO_PROD_4320;;;VM;LINUX;;Hors Prod;;OR;16.00;32.00;70.00;16.00;32.00;70.00;24.00;;;;Actif
5999;SAD07955;MAORI;MAORI-TI (MAORI);AIX;AIX;7.1;Hors Prod;DEV;;1.00;6.00;1089.00;1.00;6.00;1089.00;2.50;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
11167;SAD08744;;;AIX;AIX;6.1;Hors Prod;DEV;;2.00;16.00;2144.00;2.00;16.00;2144.00;6.00;;;;Actif
10715;SAD10494;;;AIX;AIX;6.1;Hors Prod;DEV;;1.00;8.00;2138.00;1.00;8.00;2138.00;3.00;;;;Actif
17399;SAD13059;;;AIX;AIX;7.2;Hors Prod;DEV;;1.00;8.00;0.00;1.00;8.00;0.00;3.00;;;;Actif
4076;SAF05206;OR;Outil Retraite (OR);AIX;AIX;7.2;Hors Prod;FORM;;1.00;8.00;1600.00;1.00;8.00;1600.00;3.00;;RETRAITE;Retraite SI historique;Actif
10035;SAI08746;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);AIX;AIX;6.1;Hors Prod;VABF;;4.00;42.00;3244.00;4.00;42.00;3244.00;14.50;;RETRAITE;Retraite SI historique;Actif
15451;SAP07907;AUTOMATOR;Automator TI (AUTOMATOR);AIX;AIX;7.1;Prod;PROD;;3.00;8.00;1089.00;3.00;8.00;1089.00;5.00;;STI_OUTILS_PROD;STI-Outils PROD;Actif
12530;SAP09231;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);AIX;AIX;6.1;Prod;PROD;;10.00;64.00;1124.00;10.00;64.00;1124.00;26.00;;RETRAITE;Retraite SI historique;Actif
12535;SAQ07923;MAORI;MAORI-TI (MAORI);AIX;AIX;7.1;Hors Prod;QF;;1.00;6.00;1089.00;1.00;6.00;1089.00;2.50;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
5388;SAQ07956;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);AIX;AIX;6.1;Hors Prod;QF;;1.00;6.667;895.333;1.00;6.667;895.333;2.667;;RETRAITE;Retraite SI historique;Actif
5388;SAQ07956;EXTCALCTI;EXTernal CALCulator TI (EXTCALCTI);AIX;AIX;6.1;Hors Prod;QF;;1.00;6.667;895.333;1.00;6.667;895.333;2.667;;RETRAITE;Retraite SI historique;Actif
5388;SAQ07956;ICTI;Instances Communes TI  (ICTI);AIX;AIX;6.1;Hors Prod;QF;;1.00;6.667;895.333;1.00;6.667;895.333;2.667;;RETRAITE;Retraite SI historique;Actif
10036;SAQ08745;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);AIX;AIX;6.1;Hors Prod;QF;;0.50;12.00;972.00;0.50;12.00;972.00;3.50;;RETRAITE;Retraite SI historique;Actif
10036;SAQ08745;SCRGENTI;SCRGEN-TI (SCRGENTI);AIX;AIX;6.1;Hors Prod;QF;;0.50;12.00;972.00;0.50;12.00;972.00;3.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
4086;SAT06810;;;AIX;AIX;7.3;Hors Prod;TRANSVERSE;;2.00;16.00;0.00;2.00;16.00;0.00;6.00;;;;Actif
15771;SAT10501;;;AIX;AIX;7.3;Hors Prod;TRANSVERSE;;1.00;6.00;0.00;1.00;6.00;0.00;2.50;;;;Actif
15938;SAT11537;;;AIX;AIX;7.2;Hors Prod;TRANSVERSE;;1.00;4.00;140.00;1.00;4.00;140.00;2.00;;;;Actif
15452;SAZ07924;MAORI;MAORI-TI (MAORI);AIX;AIX;7.1;Hors Prod;VIP;;2.00;10.00;1565.00;2.00;10.00;1565.00;4.50;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
12531;SAZ09232;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);AIX;AIX;6.1;Hors Prod;VIP;;10.00;44.00;1124.00;10.00;44.00;1124.00;21.00;;RETRAITE;Retraite SI historique;Actif
12532;SAZ09453;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);AIX;AIX;7.2;Hors Prod;VIP;;10.00;57.00;1084.00;10.00;57.00;1084.00;24.25;;RETRAITE;Retraite SI historique;Actif
12651;SJ-2022;INTEROPS;INTEROPS (INTEROPS);VM;LINUX;;Hors Prod;;ARGENT;2.00;6.00;60.00;2.00;6.00;60.00;3.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
16299;SJ-2022;;;VM;LINUX;;Hors Prod;;ARGENT;2.00;6.00;70.00;2.00;6.00;70.00;3.50;;;;Actif
10321;SLB02751;;;VM;LINUX;;Hors Prod;BAS;ARGENT;1.00;4.00;70.00;1.00;4.00;70.00;2.00;;;;Actif
10317;SLB02752;;;VM;LINUX;;Hors Prod;BAS;ARGENT;1.00;4.00;70.00;1.00;4.00;70.00;2.00;;;;Actif
13012;SLB05432;;;VM;LINUX;CentOS_7.6;Hors Prod;BAS;ARGENT;2.00;4.00;33.00;2.00;4.00;33.00;3.00;;;;Actif
13013;SLB05433;;;VM;LINUX;CentOS_7.6;Hors Prod;BAS;ARGENT;2.00;2.00;45.00;2.00;2.00;45.00;2.50;;;;Actif
9468;SLB10449;;;VM;LINUX;Debian_10;Hors Prod;BAS;ARGENT;6.00;12.00;135.00;6.00;12.00;135.00;9.00;;;;Actif
9914;SLB10450;;;VM;LINUX;Debian_10;Hors Prod;BAS;ARGENT;6.00;12.00;135.00;6.00;12.00;135.00;9.00;;;;Actif
10252;SLB10451;;;VM;LINUX;Debian_10;Hors Prod;BAS;ARGENT;6.00;12.00;135.00;6.00;12.00;135.00;9.00;;;;Actif
9712;SLB10591;;;VM;LINUX;Debian_10;Hors Prod;BAS;ARGENT;8.00;32.00;535.00;8.00;32.00;535.00;16.00;;;;Actif
9733;SLB10592;;;VM;LINUX;Debian_10;Hors Prod;BAS;ARGENT;8.00;32.00;535.00;8.00;32.00;535.00;16.00;;;;Actif
9714;SLB10593;;;VM;LINUX;Debian_10;Hors Prod;BAS;ARGENT;8.00;32.00;535.00;8.00;32.00;535.00;16.00;;;;Actif
12551;SLD00078;AGENT;Agent GRC (AGENT);VM;LINUX;;Hors Prod;DEV;ARGENT;2.00;8.00;49.00;2.00;8.00;49.00;4.00;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
12967;SLD00079;AGENT;Agent GRC (AGENT);VM;LINUX;CentOS_6.4;Hors Prod;DEV;ARGENT;1.00;2.00;30.00;1.00;2.00;30.00;1.50;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
12552;SLD00097;;;VM;LINUX;CentOS_6.4;Hors Prod;DEV;ARGENT;1.00;2.00;33.00;1.00;2.00;33.00;1.50;;;;Actif
12938;SLD00098;;;VM;LINUX;CentOS_6.4;Hors Prod;DEV;ARGENT;2.00;8.00;98.00;2.00;8.00;98.00;4.00;;;;Actif
12936;SLD00101;CAUX;Comptabilité Auxiliaire (CAUX);VM;LINUX;Redhat_6.4;Hors Prod;DEV;ARGENT;2.00;12.00;78.00;2.00;12.00;78.00;5.00;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
12937;SLD00102;CAUX;Comptabilité Auxiliaire (CAUX);VM;LINUX;Redhat_6.6;Hors Prod;DEV;ARGENT;2.00;12.00;78.00;2.00;12.00;78.00;5.00;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
12932;SLD00117;PCIPORTAIL;PCI Portail (PCIPORTAIL);VM;LINUX;CentOS_6.4;Hors Prod;DEV;ARGENT;1.00;2.00;33.00;1.00;2.00;33.00;1.50;;PORTAIL_COMMUN_INTERREGIMES;PCI;Actif
12977;SLD00118;PCIPORTAIL;PCI Portail (PCIPORTAIL);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;2.00;8.00;53.00;2.00;8.00;53.00;4.00;;PORTAIL_COMMUN_INTERREGIMES;PCI;Actif
12933;SLD00134;;;VM;LINUX;Redhat_6.6;Hors Prod;DEV;ARGENT;2.00;12.00;75.00;2.00;12.00;75.00;5.00;;;;Actif
12877;SLD00167;ADD;Application de Déploiement d'Applications (ADD);VM;LINUX;CentOS_6.6;Hors Prod;DEV;ARGENT;2.00;4.00;43.00;2.00;4.00;43.00;3.00;;STI_OUTILS_DEV;STI-Outils DEV;Actif
12883;SLD00196;;;VM;LINUX;CentOS_6.6;Hors Prod;DEV;ARGENT;1.00;2.00;38.00;1.00;2.00;38.00;1.50;;;;Actif
12951;SLD00444;;;VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;4.00;63.00;2.00;4.00;63.00;3.00;;;;Actif
12944;SLD00455;BQR;Base Questions Réponses (BQR);VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;0.667;2.667;57.667;0.667;2.667;57.667;1.333;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
12944;SLD00455;EPTICA;EPTICA (EPTICA);VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;0.667;2.667;57.667;0.667;2.667;57.667;1.333;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
12944;SLD00455;POSER_QUES;Poser une question (POSER_QUES);VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;0.667;2.667;57.667;0.667;2.667;57.667;1.333;;PUB;PUB;Actif
12979;SLD00480;;;VM;LINUX;CentOS_6.6;Hors Prod;DEV;ARGENT;4.00;12.00;73.00;4.00;12.00;73.00;7.00;;;;Actif
10554;SLD00589;CAPTUREDCE;CAPTURE-DCE (CAPTUREDCE);VM;LINUX;Redhat_7Server;Hors Prod;DEV;ARGENT;4.00;12.00;932.00;4.00;12.00;932.00;7.00;;STI_DEMAT;STI-Démat;Actif
12891;SLD00626;;;VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;2.00;4.00;190.00;2.00;4.00;190.00;3.00;;;;Actif
12963;SLD00645;;;VM;LINUX;CentOS_7Server;Hors Prod;DEV;ARGENT;2.00;11.00;50.00;2.00;11.00;50.00;4.75;;;;Actif
12964;SLD00646;;;VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;2.00;2.00;38.00;2.00;2.00;38.00;2.50;;;;Actif
12874;SLD00693;MOCAR;MOteur de CAlcul Retraite (MOCAR);VM;LINUX;CentOS_6.8;Hors Prod;DEV;ARGENT;2.00;8.00;83.00;2.00;8.00;83.00;4.00;;RETRAITE_DROITS;Retraite Droits;Actif
12931;SLD00694;MOCAR;MOteur de CAlcul Retraite (MOCAR);VM;LINUX;CentOS_6Server;Hors Prod;DEV;ARGENT;2.00;10.00;83.00;2.00;10.00;83.00;4.50;;RETRAITE_DROITS;Retraite Droits;Actif
13245;SLD00695;PCIPORTAIL;PCI Portail (PCIPORTAIL);VM;LINUX;CentOS_6.8;Hors Prod;DEV;ARGENT;2.00;8.00;83.00;2.00;8.00;83.00;4.00;;PORTAIL_COMMUN_INTERREGIMES;PCI;Actif
12981;SLD00717;BSPNATION;Bureau Sans Papier National (BSPNATION);VM;LINUX;CentOS_6.6;Hors Prod;DEV;ARGENT;2.00;8.00;73.00;2.00;8.00;73.00;4.00;;STI_DEMAT;STI-Démat;Actif
12881;SLD00848;;;VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;2.00;2.00;38.00;2.00;2.00;38.00;2.50;;;;Actif
10574;SLD00894;;;VM;LINUX;Redhat_6.6;Hors Prod;DEV;ARGENT;4.00;12.00;625.00;4.00;12.00;625.00;7.00;;;;Actif
13318;SLD00900;PCIPORTAIL;PCI Portail (PCIPORTAIL);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;2.00;8.00;50.00;2.00;8.00;50.00;4.00;;PORTAIL_COMMUN_INTERREGIMES;PCI;Actif
13409;SLD00902;PCIPORTAIL;PCI Portail (PCIPORTAIL);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;35.00;1.00;2.00;35.00;1.50;;PORTAIL_COMMUN_INTERREGIMES;PCI;Actif
13790;SLD01083;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;7.00;108.00;2.00;7.00;108.00;3.75;;RGCU_OPERATEUR;RGCU opérateur;Actif
10711;SLD01134;CAPTUREDCE;CAPTURE-DCE (CAPTUREDCE);VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;4.00;8.00;938.00;4.00;8.00;938.00;6.00;;STI_DEMAT;STI-Démat;Actif
13553;SLD01137;;;VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;2.00;8.00;38.00;2.00;8.00;38.00;4.00;;;;Actif
12882;SLD01355;;;VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;2.00;4.00;30.00;2.00;4.00;30.00;3.00;;;;Actif
12919;SLD01364;;;VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;6.00;78.00;2.00;6.00;78.00;3.50;;;;Actif
2647;SLD01380;DRM;Dispositif Ressources Mensuelles (DRM);ZVM;LINUX;Redhat_7.9;Hors Prod;DEV;;2.00;30.00;60.00;2.00;30.00;60.00;9.50;;DRM;DRM;Actif
13779;SLD01420;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;7.00;478.00;2.00;7.00;478.00;3.75;;RGCU_OPERATEUR;RGCU opérateur;Actif
10774;SLD01438;;;VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;4.00;6.00;633.00;4.00;6.00;633.00;5.50;;;;Actif
9993;SLD01650;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;2.00;6.00;28.00;2.00;6.00;28.00;3.50;;RGCU_OPERATEUR;RGCU opérateur;Actif
13778;SLD01710;SMI;Système de Mutualisation de l'Identification (SMI);VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;2.00;4.00;178.00;2.00;4.00;178.00;3.00;;SNGI;SNGI;Actif
13654;SLD01714;;;VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;2.00;6.00;31.00;2.00;6.00;31.00;3.50;;;;Actif
12878;SLD01730;;;VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;31.00;1.00;4.00;31.00;2.00;;;;Actif
10691;SLD01732;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;0.667;2.00;327.667;0.667;2.00;327.667;1.167;;ACTION_SOCIALE;Action Sociale;Actif
10691;SLD01732;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;0.667;2.00;327.667;0.667;2.00;327.667;1.167;;ACTION_SOCIALE;Action Sociale;Actif
10691;SLD01732;PPASPOR;PPAS Portail Informationnel (PPASPOR);VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;0.667;2.00;327.667;0.667;2.00;327.667;1.167;;ACTION_SOCIALE;Action Sociale;Actif
12987;SLD01733;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;73.00;1.00;2.00;73.00;1.50;;ACTION_SOCIALE;Action Sociale;Actif
12889;SLD01734;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;31.00;1.00;4.00;31.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
12879;SLD01737;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;33.00;1.00;4.00;33.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
12872;SLD01739;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;31.00;1.00;2.00;31.00;1.50;;ACTION_SOCIALE;Action Sociale;Actif
13235;SLD01740;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;31.00;1.00;4.00;31.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
10707;SLD01741;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;38.00;1.00;2.00;38.00;1.50;;ACTION_SOCIALE;Action Sociale;Actif
13330;SLD01742;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;31.00;1.00;2.00;31.00;1.50;;ACTION_SOCIALE;Action Sociale;Actif
13783;SLD01745;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;2.00;4.00;43.00;2.00;4.00;43.00;3.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
10762;SLD01795;LINAC;Logiciel d’Information Nationale des Actions Collectives et Lieux de Vie Collectifs (LINAC);VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;65.00;1.00;2.00;65.00;1.50;;ACTION_SOCIALE;Action Sociale;Actif
12917;SLD01805;;;VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;4.00;12.00;73.00;4.00;12.00;73.00;7.00;;;;Actif
10770;SLD01808;;;VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;4.00;8.00;425.00;4.00;8.00;425.00;6.00;;;;Actif
10767;SLD01852;CAUX;Comptabilité Auxiliaire (CAUX);VM;LINUX;Redhat_7Server;Hors Prod;DEV;ARGENT;4.00;8.00;1232.00;4.00;8.00;1232.00;6.00;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
13332;SLD01859;ADD;Application de Déploiement d'Applications (ADD);VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;2.00;8.00;38.00;2.00;8.00;38.00;4.00;;STI_OUTILS_DEV;STI-Outils DEV;Actif
13791;SLD01959;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;12.00;258.00;2.00;12.00;258.00;5.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
13796;SLD01960;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;7.00;75.00;2.00;7.00;75.00;3.75;;RGCU_OPERATEUR;RGCU opérateur;Actif
13776;SLD01961;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;7.00;193.00;2.00;7.00;193.00;3.75;;RGCU_OPERATEUR;RGCU opérateur;Actif
13777;SLD01963;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;7.00;243.00;2.00;7.00;243.00;3.75;;RGCU_OPERATEUR;RGCU opérateur;Actif
13582;SLD01964;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;7.00;198.00;2.00;7.00;198.00;3.75;;RGCU_OPERATEUR;RGCU opérateur;Actif
13781;SLD01967;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;7.00;128.00;2.00;7.00;128.00;3.75;;RGCU_OPERATEUR;RGCU opérateur;Actif
13787;SLD01969;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;9.00;283.00;2.00;9.00;283.00;4.25;;RGCU_OPERATEUR;RGCU opérateur;Actif
5953;SLD01971;PILDOSI;PILDOSI (PILDOSI);VM;LINUX;Redhat_7.3;Hors Prod;DEV;ARGENT;2.00;3.00;173.00;2.00;3.00;173.00;2.75;;STI_OUTILS_PROD;STI-Outils PROD;Actif
13789;SLD01972;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;2.00;4.00;128.00;2.00;4.00;128.00;3.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
13336;SLD02005;;;VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;2.00;6.00;248.00;2.00;6.00;248.00;3.50;;;;Actif
13681;SLD02062;CAUX;Comptabilité Auxiliaire (CAUX);VM;LINUX;CentOS_7Server;Hors Prod;DEV;ARGENT;4.00;8.00;48.00;4.00;8.00;48.00;6.00;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
10727;SLD02068;LINAC;Logiciel d’Information Nationale des Actions Collectives et Lieux de Vie Collectifs (LINAC);VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;58.00;1.00;2.00;58.00;1.50;;ACTION_SOCIALE;Action Sociale;Actif
12880;SLD02077;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;33.00;1.00;2.00;33.00;1.50;;ACTION_SOCIALE;Action Sociale;Actif
12956;SLD02080;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;33.00;1.00;4.00;33.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
12974;SLD02081;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;33.00;1.00;4.00;33.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
10662;SLD02082;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;48.00;1.00;2.00;48.00;1.50;;ACTION_SOCIALE;Action Sociale;Actif
10694;SLD02083;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;0.667;2.00;131.00;0.667;2.00;131.00;1.167;;ACTION_SOCIALE;Action Sociale;Actif
10694;SLD02083;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;0.667;2.00;131.00;0.667;2.00;131.00;1.167;;ACTION_SOCIALE;Action Sociale;Actif
10694;SLD02083;PPASPOR;PPAS Portail Informationnel (PPASPOR);VM;LINUX;Redhat_6.9;Hors Prod;DEV;ARGENT;0.667;2.00;131.00;0.667;2.00;131.00;1.167;;ACTION_SOCIALE;Action Sociale;Actif
12876;SLD02084;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;33.00;1.00;4.00;33.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
12550;SLD02086;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;2.00;88.00;1.00;2.00;88.00;1.50;;ACTION_SOCIALE;Action Sociale;Actif
10026;SLD02109;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;2.00;4.00;33.00;2.00;4.00;33.00;3.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
12976;SLD02122;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;2.00;10.00;33.00;2.00;10.00;33.00;4.50;;ACTION_SOCIALE;Action Sociale;Actif
12893;SLD02123;LINAC;Logiciel d’Information Nationale des Actions Collectives et Lieux de Vie Collectifs (LINAC);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;61.00;1.00;4.00;61.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
12975;SLD02124;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;33.00;1.00;4.00;33.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
13426;SLD02175;PPAS;Portail Partenaire de l'action sociale (PPAS);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;2.00;10.00;33.00;2.00;10.00;33.00;4.50;;ACTION_SOCIALE;Action Sociale;Actif
13482;SLD02176;LINAC;Logiciel d’Information Nationale des Actions Collectives et Lieux de Vie Collectifs (LINAC);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;61.00;1.00;4.00;61.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
13522;SLD02177;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;CentOS_6.9;Hors Prod;DEV;ARGENT;1.00;4.00;33.00;1.00;4.00;33.00;2.00;;ACTION_SOCIALE;Action Sociale;Actif
13652;SLD02199;;;VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;1.00;2.00;33.00;1.00;2.00;33.00;1.50;;;;Actif
13424;SLD02200;PUBSERVICE;Portail de services (PUB) (PUBSERVICE);VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;2.00;8.00;33.00;2.00;8.00;33.00;4.00;;PUB;PUB;Actif
13560;SLD02201;PUBSERVICE;Portail de services (PUB) (PUBSERVICE);VM;LINUX;CentOS_6.4;Hors Prod;DEV;ARGENT;2.00;8.00;58.00;2.00;8.00;58.00;4.00;;PUB;PUB;Actif
10370;SLD02202;SIRHIUS;Syst d'Information Ressources Humaines Intégré Unifié Simplifé (SIRHIUS);VM;LINUX;Redhat_6Server;Hors Prod;DEV;ARGENT;2.00;4.00;343.00;2.00;4.00;343.00;3.00;;RH;RH;Actif
12947;SLD02246;;;VM;LINUX;CentOS_7.3;Hors Prod;DEV;ARGENT;4.00;12.00;73.00;4.00;12.00;73.00;7.00;;;;Actif
