IdMachine;Machine;Nom Appli;Nom long Appli;Type Machine;OS;Distribution;Environnement;Envt Déduit;Niveau de Service;Cpu;Ram (Go);Disque (Go);Cpu Pond.;Ram Pond. (Go);Disque Pond. (Go);Cpu+Ram/4;Heures Cpu;Code Domaine MDC;Libellé Domaine MDC;Statut
215;SLP09300;CAMPUSWEB;ConnaissAnce Multi-ProcessUS (web) (CAMPUSWEB);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;GDLC;GDLC;Actif
2248;SLP09307;DOLLARU;$ U (DOLLARU);VM;LINUX;Redhat_7Server;Prod;PROD;OR;2.00;6.00;90.00;2.00;6.00;90.00;3.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
7994;SLP09309;;;VM;LINUX;CentOS_7.3;Prod;PROD;OR;4.00;24.00;370.00;4.00;24.00;370.00;10.00;;;;Actif
7918;SLP09312;GEDV;GED Virtuelle (GEDV);VM;LINUX;CentOS_7.9;Prod;PROD;OR;4.00;10.00;35.00;4.00;10.00;35.00;6.50;;STI_DEMAT;STI-Démat;Actif
7917;SLP09313;GEDV;GED Virtuelle (GEDV);VM;LINUX;CentOS_7.9;Prod;PROD;OR;4.00;10.00;35.00;4.00;10.00;35.00;6.50;;STI_DEMAT;STI-Démat;Actif
8073;SLP09324;COMPTEATMP;Téléservice employeur compte ATMP FO (COMPTEATMP);VM;LINUX;CentOS_7Server;Prod;PROD;OR;4.00;8.00;45.00;4.00;8.00;45.00;6.00;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
7993;SLP09325;COMPTEATMP;Téléservice employeur compte ATMP FO (COMPTEATMP);VM;LINUX;CentOS_7Server;Prod;PROD;OR;4.00;8.00;45.00;4.00;8.00;45.00;6.00;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
8059;SLP09326;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);VM;LINUX;Redhat_7Server;Prod;PROD;OR;2.00;4.00;75.00;2.00;4.00;75.00;3.00;;RETRAITE;Retraite SI historique;Actif
8017;SLP09327;ASURINF;Application SUivi Réclamations -  Infocentre (ASURINF);VM;LINUX;Redhat_7Server;Prod;PROD;OR;3.00;16.00;649.40;3.00;16.00;649.40;7.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
8017;SLP09327;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);VM;LINUX;Redhat_7Server;Prod;PROD;OR;3.00;16.00;649.40;3.00;16.00;649.40;7.00;;RETRAITE;Retraite SI historique;Actif
7982;SLP09328;ASURINF;Application SUivi Réclamations -  Infocentre (ASURINF);VM;LINUX;Redhat_7Server;Prod;PROD;OR;6.00;21.00;1245.00;6.00;21.00;1245.00;11.25;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
7982;SLP09328;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);VM;LINUX;Redhat_7Server;Prod;PROD;OR;6.00;21.00;1245.00;6.00;21.00;1245.00;11.25;;RETRAITE;Retraite SI historique;Actif
8083;SLP09350;ASURTI;Application du Système Unique Retraite des Travailleurs Indépendants (ASURTI);VM;LINUX;CentOS_7Server;Prod;PROD;OR;2.00;16.00;60.00;2.00;16.00;60.00;6.00;;RETRAITE;Retraite SI historique;Actif
8414;SLP09351;ICTI;Instances Communes TI  (ICTI);VM;LINUX;CentOS_7Server;Prod;PROD;OR;2.00;16.00;45.00;2.00;16.00;45.00;6.00;;RETRAITE;Retraite SI historique;Actif
8043;SLP09372;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;CentOS_6Server;Prod;PROD;OR;2.00;4.00;261.00;2.00;4.00;261.00;3.00;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8032;SLP09401;BONUSMALUS;Bonus-Malus (BONUSMALUS);VM;LINUX;CentOS_7.6;Prod;PROD;OR;2.00;6.00;35.00;2.00;6.00;35.00;3.50;;SI_GIP_MDS_HORS_DSN;SI GIP-MDS hors DSN;Actif
7941;SLP09402;BONUSMALUS;Bonus-Malus (BONUSMALUS);VM;LINUX;CentOS_7.6;Prod;PROD;OR;2.00;6.00;35.00;2.00;6.00;35.00;3.50;;SI_GIP_MDS_HORS_DSN;SI GIP-MDS hors DSN;Actif
7981;SLP09405;GEDV;GED Virtuelle (GEDV);VM;LINUX;CentOS_7.9;Prod;PROD;OR;4.00;16.00;95.00;4.00;16.00;95.00;8.00;;STI_DEMAT;STI-Démat;Actif
7958;SLP09427;RNDA-CONSU;RNDA Consultation (RNDA-CONSU);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;STI_DEMAT;STI-Démat;Actif
8022;SLP09428;RNDA-CONSU;RNDA Consultation (RNDA-CONSU);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;STI_DEMAT;STI-Démat;Actif
7959;SLP09432;RNDA-CONSU;RNDA Consultation (RNDA-CONSU);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;3.00;35.00;2.00;3.00;35.00;2.75;;STI_DEMAT;STI-Démat;Actif
7960;SLP09433;RNDA-CONSU;RNDA Consultation (RNDA-CONSU);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;3.00;35.00;2.00;3.00;35.00;2.75;;STI_DEMAT;STI-Démat;Actif
8029;SLP09455;SRVTRAVAUX;serveurs travaux (SRVTRAVAUX);VM;LINUX;CentOS_7.9;Prod;PROD;ELECTRUM_G350;4.00;4.00;35.00;4.00;4.00;35.00;5.00;;STI_OUTILS_PROD;STI-Outils PROD;Actif
8023;SLP09457;RNDA-CONSU;RNDA Consultation (RNDA-CONSU);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;71.00;2.00;2.00;71.00;2.50;;STI_DEMAT;STI-Démat;Actif
8036;SLP09463;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.6;Prod;PROD;OR;4.00;7.00;35.00;4.00;7.00;35.00;5.75;;RGCU_OPERATEUR;RGCU opérateur;Actif
8079;SLP09464;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.6;Prod;PROD;OR;12.00;8.00;35.00;12.00;8.00;35.00;14.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
8102;SLP09473;MEDIATI_MO;MEDIATION_MO (MEDIATI_MO);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
8105;SLP09474;MEDIATI_MO;MEDIATION_MO (MEDIATI_MO);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
8107;SLP09477;OGEDA;Outil de gestion des alertes (OGEDA);VM;LINUX;CentOS_7Server;Prod;PROD;OR;2.00;2.00;120.00;2.00;2.00;120.00;2.50;;RETRAITE_DROITS;Retraite Droits;Actif
8200;SLP09539;MOCAR;MOteur de CAlcul Retraite (MOCAR);VM;LINUX;Redhat_7.9;Prod;PROD;OR;2.00;4.00;77.00;2.00;4.00;77.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
8111;SLP09578;CAMPUSWEB;ConnaissAnce Multi-ProcessUS (web) (CAMPUSWEB);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;71.00;2.00;2.00;71.00;2.50;;GDLC;GDLC;Actif
8257;SLP09605;IFI-AFS;Incitation Financière-Aides Financières Simplifiées (IFI-AFS);VM;LINUX;Redhat_8Server;Prod;PROD;OR;6.00;12.00;776.00;6.00;12.00;776.00;9.00;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
8287;SLP09621;OR;Outil Retraite (OR);VM;LINUX;CentOS_7.9;Prod;PROD;OR;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;RETRAITE;Retraite SI historique;Actif
8287;SLP09621;WRP;WSPaiement (WRP);VM;LINUX;CentOS_7.9;Prod;PROD;OR;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
8214;SLP09622;OR;Outil Retraite (OR);VM;LINUX;CentOS_7.9;Prod;PROD;OR;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;RETRAITE;Retraite SI historique;Actif
8214;SLP09622;WRP;WSPaiement (WRP);VM;LINUX;CentOS_7.9;Prod;PROD;OR;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
8241;SLP09734;POWERBI;POWER BI (POWERBI);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;71.00;2.00;2.00;71.00;2.50;;RETRAITE;Retraite SI historique;Actif
8204;SLP09747;POWERBI;POWER BI (POWERBI);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;71.00;2.00;2.00;71.00;2.50;;RETRAITE;Retraite SI historique;Actif
8380;SLP09775;REFENT;Référentiel d'Entreprise de la CNAV (REFENT);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;91.00;2.00;4.00;91.00;3.00;;STI_OUTILS_GESTION;STI-Outils Gestion;Actif
8349;SLP09786;MERSIEVENT;MerSI Gestionnaire des Evènements (MERSIEVENT);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;STI_MERSI;STI-MERSI;Actif
8382;SLP09787;MERSIEVENT;MerSI Gestionnaire des Evènements (MERSIEVENT);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;STI_MERSI;STI-MERSI;Actif
8339;SLP09810;SITEWEBINS;SITES WEB INSTITUIONNELS (SITEWEBINS);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;12.00;60.00;2.00;12.00;60.00;5.00;;GDLC;GDLC;Actif
8332;SLP09811;SITEWEBINS;SITES WEB INSTITUIONNELS (SITEWEBINS);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;13.00;60.00;2.00;13.00;60.00;5.25;;GDLC;GDLC;Actif
8336;SLP09812;SITEWEBINS;SITES WEB INSTITUIONNELS (SITEWEBINS);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;13.00;60.00;2.00;13.00;60.00;5.25;;GDLC;GDLC;Actif
8362;SLP09826;OSRC;Outil de Supervision Retraite & Co) (OSRC);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
8340;SLP09827;OSRC;Outil de Supervision Retraite & Co) (OSRC);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
8385;SLP09828;OSRC;Outil de Supervision Retraite & Co) (OSRC);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;6.00;35.00;2.00;6.00;35.00;3.50;;RETRAITE_DROITS;Retraite Droits;Actif
8348;SLP09829;OSRC;Outil de Supervision Retraite & Co) (OSRC);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;6.00;35.00;2.00;6.00;35.00;3.50;;RETRAITE_DROITS;Retraite Droits;Actif
8394;SLP09846;SITEWEBINS;SITES WEB INSTITUIONNELS (SITEWEBINS);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;6.00;130.00;2.00;6.00;130.00;3.50;;GDLC;GDLC;Actif
8395;SLP09847;ADD;Application de Déploiement d'Applications (ADD);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;161.00;2.00;4.00;161.00;3.00;;STI_OUTILS_DEV;STI-Outils DEV;Actif
8397;SLP09848;ADD;Application de Déploiement d'Applications (ADD);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;6.00;45.00;2.00;6.00;45.00;3.50;;STI_OUTILS_DEV;STI-Outils DEV;Actif
8408;SLP09857;OGEDA;Outil de gestion des alertes (OGEDA);VM;LINUX;CentOS_7Server;Prod;PROD;OR;2.00;2.00;81.00;2.00;2.00;81.00;2.50;;RETRAITE_DROITS;Retraite Droits;Actif
8426;SLP09870;AGAPREV;Applicatif de Gestion de l’Activité de la Prévention (AGAPREV);VM;LINUX;Redhat_8Server;Prod;PROD;OR;6.00;18.00;1136.00;6.00;18.00;1136.00;10.50;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
8440;SLP09893;ELIPSE;Espace en LIgne Pénibilité Salarié Employeur (ELIPSE);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8442;SLP09894;ELIPSE;Espace en LIgne Pénibilité Salarié Employeur (ELIPSE);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8447;SLP09895;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8449;SLP09896;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8443;SLP09897;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;7.00;35.00;2.00;7.00;35.00;3.75;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8448;SLP09898;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;7.00;35.00;2.00;7.00;35.00;3.75;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8444;SLP09899;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8439;SLP09900;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8436;SLP09901;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
8457;SLP09915;RNCPSTI;RNCPS-TI (RNCPSTI);VM;LINUX;Redhat_7Server;Prod;PROD;OR;2.00;8.00;155.00;2.00;8.00;155.00;4.00;;RNCPS;RNCPS;Actif
8454;SLP09916;RNCPSTI;RNCPS-TI (RNCPSTI);VM;LINUX;CentOS_7Server;Prod;PROD;OR;2.00;4.00;50.00;2.00;4.00;50.00;3.00;;RNCPS;RNCPS;Actif
8453;SLP09917;RNCPSTI;RNCPS-TI (RNCPSTI);VM;LINUX;CentOS_7Server;Prod;PROD;OR;2.00;4.00;50.00;2.00;4.00;50.00;3.00;;RNCPS;RNCPS;Actif
8476;SLP09943;OSRC;Outil de Supervision Retraite & Co) (OSRC);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;72.00;2.00;4.00;72.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
8480;SLP09949;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);ZVM;LINUX;Redhat_7.9;Prod;PROD;;4.00;60.00;60.00;4.00;60.00;60.00;19.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
8483;SLP09950;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.6;Prod;PROD;OR;4.00;4.00;35.00;4.00;4.00;35.00;5.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
8482;SLP09951;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.6;Prod;PROD;OR;4.00;4.00;35.00;4.00;4.00;35.00;5.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
8487;SLP09952;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.6;Prod;PROD;OR;4.00;4.00;35.00;4.00;4.00;35.00;5.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
8486;SLP09953;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.6;Prod;PROD;OR;4.00;4.00;35.00;4.00;4.00;35.00;5.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
8495;SLP09958;ADN;Application de Dématérialisation Nationale (ADN);VM;LINUX;Redhat_8.6;Prod;PROD;OR;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;STI_DEMAT;STI-Démat;Actif
8495;SLP09958;GEDV;GED Virtuelle (GEDV);VM;LINUX;Redhat_8.6;Prod;PROD;OR;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;STI_DEMAT;STI-Démat;Actif
8494;SLP09959;ADN;Application de Dématérialisation Nationale (ADN);VM;LINUX;Redhat_8.6;Prod;PROD;OR;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;STI_DEMAT;STI-Démat;Actif
8494;SLP09959;GEDV;GED Virtuelle (GEDV);VM;LINUX;Redhat_8.6;Prod;PROD;OR;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;STI_DEMAT;STI-Démat;Actif
8497;SLP09960;SITEWEBINS;SITES WEB INSTITUIONNELS (SITEWEBINS);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;GDLC;GDLC;Actif
8496;SLP09961;SITEWEBINS;SITES WEB INSTITUIONNELS (SITEWEBINS);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;GDLC;GDLC;Actif
8547;SLP10010;ODSSERVICE;ODSSERVICES (ODSSERVICE);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;2.00;90.00;2.00;2.00;90.00;2.50;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
16289;SLP10068;;;PM;LINUX;Redhat_8.6;Prod;PROD;;1.00;1.00;1.00;1.00;1.00;1.00;1.25;;;;Actif
16290;SLP10071;;;PM;LINUX;Redhat_8.6;Prod;PROD;;1.00;1.00;1.00;1.00;1.00;1.00;1.25;;;;Actif
16291;SLP10072;;;PM;LINUX;Redhat_8.6;Prod;PROD;;1.00;1.00;1.00;1.00;1.00;1.00;1.25;;;;Actif
8597;SLP10092;DGECATALOG;DGE Catalogue (DGECATALOG);VM;LINUX;CentOS_7.9;Prod;PROD;OR;1.00;2.00;17.50;1.00;2.00;17.50;1.50;;DGE;DGE;Actif
8597;SLP10092;DGESUIVI;DGE Suivi Echanges & Statistiques (DGESUIVI);VM;LINUX;CentOS_7.9;Prod;PROD;OR;1.00;2.00;17.50;1.00;2.00;17.50;1.50;;DGE;DGE;Actif
8601;SLP10093;DGECATALOG;DGE Catalogue (DGECATALOG);VM;LINUX;CentOS_7.9;Prod;PROD;OR;1.00;2.00;17.50;1.00;2.00;17.50;1.50;;DGE;DGE;Actif
8601;SLP10093;DGESUIVI;DGE Suivi Echanges & Statistiques (DGESUIVI);VM;LINUX;CentOS_7.9;Prod;PROD;OR;1.00;2.00;17.50;1.00;2.00;17.50;1.50;;DGE;DGE;Actif
8624;SLP10112;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.6;Prod;PROD;OR;4.00;6.00;35.00;4.00;6.00;35.00;5.50;;RGCU_OPERATEUR;RGCU opérateur;Actif
8627;SLP10115;BUREAUMET;Bureau Métier (BUREAUMET);VM;LINUX;Redhat_8.6;Prod;PROD;OR;4.00;2.00;103.50;4.00;2.00;103.50;4.50;;RETRAITE_CARRIERE;Retraite Carrière;Actif
8627;SLP10115;REF_BM;Référencement bureau métier (REF_BM);VM;LINUX;Redhat_8.6;Prod;PROD;OR;4.00;2.00;103.50;4.00;2.00;103.50;4.50;;RETRAITE_CARRIERE;Retraite Carrière;Actif
8651;SLP10134;IFI-AFS;Incitation Financière-Aides Financières Simplifiées (IFI-AFS);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;15.00;45.00;2.00;15.00;45.00;5.75;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
8646;SLP10135;IFI-AFS;Incitation Financière-Aides Financières Simplifiées (IFI-AFS);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;15.00;45.00;2.00;15.00;45.00;5.75;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
8670;SLP10158;RGCUCOEUR;RGCU Cœur (RGCUCOEUR);VM;LINUX;CentOS_7.6;Prod;PROD;OR;4.00;4.00;35.00;4.00;4.00;35.00;5.00;;RGCU_OPERATEUR;RGCU opérateur;Actif
8716;SLP10223;PUBPORTAIL;Portail Unique Assuré (Portail PUB) (PUBPORTAIL);VM;LINUX;CentOS_7.9;Prod;PROD;OR;4.00;45.00;295.00;4.00;45.00;295.00;15.25;;PUB;PUB;Actif
8722;SLP10229;FICOBARG;Système certifiant CB FICOBA RG (FICOBARG);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;4.00;117.00;2.00;4.00;117.00;3.00;;RETRAITE;Retraite SI historique;Actif
8724;SLP10232;FICOBARG;Système certifiant CB FICOBA RG (FICOBARG);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;5.00;35.00;2.00;5.00;35.00;3.25;;RETRAITE;Retraite SI historique;Actif
8723;SLP10233;FICOBARG;Système certifiant CB FICOBA RG (FICOBARG);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;5.00;35.00;2.00;5.00;35.00;3.25;;RETRAITE;Retraite SI historique;Actif
8729;SLP10236;SMIRNP;SMIRNP BIGDATA (SMIRNP);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;4.00;101.00;2.00;4.00;101.00;3.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
8744;SLP10247;PETITEENTR;lapetiteentreprise (PETITEENTR);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;GDLC;GDLC;Actif
8747;SLP10248;DADYDSN;Service DAD@ ou DADe (DADYDSN);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;DSN;DSN;Actif
8746;SLP10249;DADYDSN;Service DAD@ ou DADe (DADYDSN);VM;LINUX;Redhat_8Server;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;DSN;DSN;Actif
8819;SLP10298;DEMLTG_SAI;Déclaration des litiges (DEMLTG_SAI);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;3.00;17.50;2.00;3.00;17.50;2.75;;SANDIA;SANDIA;Actif
8819;SLP10298;POSTSANDIA;Poste SANDIA (POSTSANDIA);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;3.00;17.50;2.00;3.00;17.50;2.75;;SANDIA;SANDIA;Actif
8818;SLP10299;DEMLTG_SAI;Déclaration des litiges (DEMLTG_SAI);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;3.00;17.50;2.00;3.00;17.50;2.75;;SANDIA;SANDIA;Actif
8818;SLP10299;POSTSANDIA;Poste SANDIA (POSTSANDIA);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;3.00;17.50;2.00;3.00;17.50;2.75;;SANDIA;SANDIA;Actif
8873;SLP10346;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;5.00;65.00;2.00;5.00;65.00;3.25;;STI_DEMAT;STI-Démat;Actif
8868;SLP10347;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;5.00;65.00;2.00;5.00;65.00;3.25;;STI_DEMAT;STI-Démat;Actif
8874;SLP10348;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;5.00;65.00;2.00;5.00;65.00;3.25;;STI_DEMAT;STI-Démat;Actif
8878;SLP10358;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_8.6;Prod;PROD;OR;4.00;12.00;545.00;4.00;12.00;545.00;7.00;;STI_DEMAT;STI-Démat;Actif
8877;SLP10359;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;9.00;65.00;2.00;9.00;65.00;4.25;;STI_DEMAT;STI-Démat;Actif
8875;SLP10360;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;9.00;65.00;2.00;9.00;65.00;4.25;;STI_DEMAT;STI-Démat;Actif
8870;SLP10361;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_8.6;Prod;PROD;OR;4.00;7.00;65.00;4.00;7.00;65.00;5.75;;STI_DEMAT;STI-Démat;Actif
8890;SLP10368;ADN;Application de Dématérialisation Nationale (ADN);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;165.00;2.00;4.00;165.00;3.00;;STI_DEMAT;STI-Démat;Actif
8903;SLP10373;SANDIA;Service d'Administration Nationale des Demandes d'Identification des Assurés (SANDIA);VM;LINUX;CentOS_7.9;Prod;PROD;OR;2.00;4.00;95.00;2.00;4.00;95.00;3.00;;SANDIA;SANDIA;Actif
8912;SLP10380;GIPMR;Gestionnaire interactif des Projets et Modules Retraite (GIPMR);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;STI_OUTILS_GESTION;STI-Outils Gestion;Actif
8913;SLP10381;GIPMR;Gestionnaire interactif des Projets et Modules Retraite (GIPMR);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;75.00;2.00;4.00;75.00;3.00;;STI_OUTILS_GESTION;STI-Outils Gestion;Actif
8927;SLP10393;OSCAR;Outil de Suivi des Créances A Recouvrer (OSCAR);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
8929;SLP10394;OSCAR;Outil de Suivi des Créances A Recouvrer (OSCAR);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
8921;SLP10395;OSCAR;Outil de Suivi des Créances A Recouvrer (OSCAR);VM;LINUX;Redhat_8.6;Prod;PROD;OR;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
